"scenario","lambda","cv_mse_mean","cv_mse_sd","true_fdr_mean","true_fdr_sd","est_fdr_mean","est_fdr_sd"
"independent",0.126761592466485,1.41953099477903,0.0738946928195412,0.0514311196050326,0.0552243871177736,0.0104539582800452,0.0306812550831914
"independent",0.116148338850154,1.36281384347455,0.0735274822588426,0.080480707698099,0.0634364894991784,0.0158161114248071,0.0339193777365057
"independent",0.106423691554815,1.31596928875483,0.0734202291276562,0.125154346458694,0.0803198231088624,0.0346882786206458,0.045288531778344
"independent",0.0975132510398305,1.27762693332604,0.0736580416855391,0.171034464910849,0.0808111934750484,0.056749552741949,0.0518826063810837
"independent",0.089348846947856,1.24661399915315,0.0743165946407979,0.234190415809751,0.0788012073513112,0.0921397648105799,0.0521078133391763
"independent",0.0818680165596217,1.22170671946699,0.0750216656170985,0.307427742829997,0.0746674404904785,0.139221839117657,0.0682042229011428
"independent",0.0750135269156635,1.20244814172846,0.0758217182617759,0.382319986701368,0.0682864477636117,0.200538084683483,0.0711873572837528
"independent",0.0687329369489366,1.18792695133161,0.0771110102745146,0.44582953333462,0.0599193519338725,0.249504794175679,0.0694545133143744
"independent",0.0629781962783572,1.17758894127685,0.0785979931370165,0.509151008143327,0.0526535132164264,0.307845309503507,0.0664903585820817
"independent",0.0577052775937964,1.17069801535397,0.0801255807795392,0.562984067676792,0.0509622101850239,0.363591953665942,0.0719134820483827
"independent",0.0528738398200432,1.16701495121884,0.0814030277942018,0.611207231850099,0.0427837664550021,0.418244054777125,0.0631998658037052
"independent",0.048446919482736,1.16630887782886,0.0826600472329409,0.649471618213086,0.0344272544262419,0.4669725279683,0.062520447821058
"independent",0.04439064791502,1.16816506940886,0.0838479734221488,0.684511142973796,0.0321356853399695,0.515432745648082,0.0643140676507679
"independent",0.0406739921413883,1.1724800689183,0.0850297819952072,0.713884361833786,0.0266068627455778,0.557935660049087,0.0624855765029456
"independent",0.0372685174563073,1.17884712564056,0.0861915537572033,0.738491252368648,0.0237939235350621,0.593715065588816,0.0592803248718947
"independent",0.0341481698812089,1.18720458798222,0.0875388938590126,0.759135588920256,0.0214152834608685,0.630699035687354,0.0590894607804497
"independent",0.0312890768355088,1.19743057039555,0.0890968754671053,0.776560478450856,0.0197284681177929,0.662074452947026,0.0568767416276049
"independent",0.0286693644966638,1.20918462469794,0.0906838761306419,0.793582049221759,0.0160464791744142,0.692849583802411,0.0565717491396443
