"method","alpha","model_name","sigma2","n","rep","selected_model_id","selected_size","true_model_id","correct","acv_size","tie_size_min"
"cvc_pmax",0.05,"model2",1,40,66,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,66,NA,4,14,1,2,1
"cv",NA,"model2",1,40,67,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,67,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,67,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,67,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,67,NA,4,14,1,1,1
"cv",NA,"model2",1,40,68,16,5,14,0,NA,NA
"bic",NA,"model2",1,40,68,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,68,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,68,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,68,NA,4,14,1,2,1
"cv",NA,"model2",1,40,69,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,69,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,69,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,69,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,69,NA,4,14,1,1,1
"cv",NA,"model2",1,40,70,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,70,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,70,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,70,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,70,NA,4,14,1,1,1
"cv",NA,"model2",1,40,71,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,71,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,71,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,71,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,71,NA,4,14,1,1,1
"cv",NA,"model2",1,40,72,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,72,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,72,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,72,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,72,NA,4,14,1,1,1
"cv",NA,"model2",1,40,73,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,73,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,73,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,73,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,73,NA,4,14,1,2,1
"cv",NA,"model2",1,40,74,16,5,14,0,NA,NA
"bic",NA,"model2",1,40,74,16,5,14,0,NA,NA
"fy",0.05,"model2",1,40,74,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,74,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,74,NA,4,14,1,2,1
"cv",NA,"model2",1,40,75,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,75,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,75,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,75,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,75,NA,4,14,1,2,1
"cv",NA,"model2",1,40,76,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,76,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,76,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,76,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,76,NA,4,14,1,2,1
"cv",NA,"model2",1,40,77,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,77,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,77,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,77,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,77,NA,4,14,1,1,1
"cv",NA,"model2",1,40,78,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,78,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,78,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,78,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,78,NA,4,14,1,2,1
"cv",NA,"model2",1,40,79,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,79,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,79,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,79,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,79,NA,4,14,1,1,1
"cv",NA,"model2",1,40,80,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,80,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,80,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,80,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,80,NA,4,14,1,2,1
"cv",NA,"model2",1,40,81,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,81,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,81,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,81,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,81,NA,4,14,1,1,1
"cv",NA,"model2",1,40,82,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,82,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,82,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,82,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,82,NA,4,14,1,1,1
"cv",NA,"model2",1,40,83,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,83,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,83,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,83,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,83,NA,4,14,1,1,1
"cv",NA,"model2",1,40,84,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,84,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,84,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,84,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,84,NA,4,14,1,2,1
"cv",NA,"model2",1,40,85,16,5,14,0,NA,NA
"bic",NA,"model2",1,40,85,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,85,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,85,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,85,NA,4,14,1,2,1
"cv",NA,"model2",1,40,86,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,86,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,86,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,86,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,86,NA,4,14,1,1,1
"cv",NA,"model2",1,40,87,16,5,14,0,NA,NA
"bic",NA,"model2",1,40,87,16,5,14,0,NA,NA
"fy",0.05,"model2",1,40,87,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,87,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,87,NA,4,14,1,2,1
"cv",NA,"model2",1,40,88,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,88,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,88,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,88,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,88,NA,4,14,1,2,1
"cv",NA,"model2",1,40,89,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,89,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,89,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,89,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,89,NA,4,14,1,1,1
"cv",NA,"model2",1,40,90,16,5,14,0,NA,NA
"bic",NA,"model2",1,40,90,16,5,14,0,NA,NA
"fy",0.05,"model2",1,40,90,16,5,14,0,1,NA
"cvc_pmax",0.05,"model2",1,40,90,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,90,NA,4,14,1,2,1
"cv",NA,"model2",1,40,91,16,5,14,0,NA,NA
"bic",NA,"model2",1,40,91,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,91,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,91,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,91,NA,4,14,1,2,1
"cv",NA,"model2",1,40,92,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,92,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,92,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,92,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,92,NA,4,14,1,2,1
"cv",NA,"model2",1,40,93,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,93,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,93,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,93,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,93,NA,4,14,1,2,1
"cv",NA,"model2",1,40,94,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,94,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,94,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,94,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,94,NA,4,14,1,2,1
"cv",NA,"model2",1,40,95,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,95,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,95,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,95,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,95,NA,4,14,1,1,1
"cv",NA,"model2",1,40,96,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,96,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,96,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,96,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,96,NA,4,14,1,2,1
"cv",NA,"model2",1,40,97,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,97,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,97,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,97,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,40,97,NA,4,14,1,1,1
"cv",NA,"model2",1,40,98,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,98,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,98,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,98,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,98,NA,4,14,1,2,1
"cv",NA,"model2",1,40,99,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,99,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,99,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,99,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,99,NA,4,14,1,2,1
"cv",NA,"model2",1,40,100,14,4,14,1,NA,NA
"bic",NA,"model2",1,40,100,14,4,14,1,NA,NA
"fy",0.05,"model2",1,40,100,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,40,100,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,40,100,NA,4,14,1,2,1
"cv",NA,"model2",1,80,1,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,1,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,1,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,1,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,1,NA,4,14,1,2,1
"cv",NA,"model2",1,80,2,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,2,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,2,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,2,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,2,NA,4,14,1,2,1
"cv",NA,"model2",1,80,3,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,3,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,3,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,3,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,3,NA,4,14,1,2,1
"cv",NA,"model2",1,80,4,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,4,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,4,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,4,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,4,NA,4,14,1,2,1
"cv",NA,"model2",1,80,5,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,5,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,5,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,5,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,5,NA,4,14,1,1,1
"cv",NA,"model2",1,80,6,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,6,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,6,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,6,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,6,NA,4,14,1,2,1
"cv",NA,"model2",1,80,7,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,7,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,7,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,7,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,7,NA,4,14,1,2,1
"cv",NA,"model2",1,80,8,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,8,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,8,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,8,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,8,NA,4,14,1,1,1
"cv",NA,"model2",1,80,9,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,9,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,9,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,9,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,9,NA,4,14,1,2,1
"cv",NA,"model2",1,80,10,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,10,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,10,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,10,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,10,NA,4,14,1,2,1
"cv",NA,"model2",1,80,11,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,11,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,11,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,11,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,11,NA,4,14,1,2,1
"cv",NA,"model2",1,80,12,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,12,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,12,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,12,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,12,NA,4,14,1,2,1
"cv",NA,"model2",1,80,13,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,13,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,13,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,13,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,13,NA,4,14,1,2,1
"cv",NA,"model2",1,80,14,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,14,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,14,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,14,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,14,NA,4,14,1,2,1
"cv",NA,"model2",1,80,15,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,15,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,15,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,15,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,15,NA,4,14,1,2,1
"cv",NA,"model2",1,80,16,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,16,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,16,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,16,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,16,NA,4,14,1,2,1
"cv",NA,"model2",1,80,17,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,17,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,17,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,17,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,17,NA,4,14,1,1,1
"cv",NA,"model2",1,80,18,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,18,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,18,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,18,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,18,NA,4,14,1,1,1
"cv",NA,"model2",1,80,19,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,19,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,19,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,19,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,19,NA,4,14,1,2,1
"cv",NA,"model2",1,80,20,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,20,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,20,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,20,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,20,NA,4,14,1,2,1
"cv",NA,"model2",1,80,21,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,21,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,21,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,21,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,21,NA,4,14,1,1,1
"cv",NA,"model2",1,80,22,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,22,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,22,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,22,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,22,NA,4,14,1,2,1
"cv",NA,"model2",1,80,23,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,23,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,23,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,23,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,23,NA,4,14,1,2,1
"cv",NA,"model2",1,80,24,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,24,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,24,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,24,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,24,NA,4,14,1,2,1
"cv",NA,"model2",1,80,25,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,25,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,25,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,25,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,25,NA,4,14,1,1,1
"cv",NA,"model2",1,80,26,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,26,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,26,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,26,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,26,NA,4,14,1,2,1
"cv",NA,"model2",1,80,27,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,27,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,27,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,27,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,27,NA,4,14,1,2,1
"cv",NA,"model2",1,80,28,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,28,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,28,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,28,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,28,NA,4,14,1,1,1
"cv",NA,"model2",1,80,29,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,29,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,29,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,29,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,29,NA,4,14,1,2,1
"cv",NA,"model2",1,80,30,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,30,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,30,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,30,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,30,NA,4,14,1,2,1
"cv",NA,"model2",1,80,31,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,31,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,31,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,31,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,31,NA,4,14,1,1,1
"cv",NA,"model2",1,80,32,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,32,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,32,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,32,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,32,NA,4,14,1,2,1
"cv",NA,"model2",1,80,33,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,33,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,33,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,33,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,33,NA,4,14,1,2,1
"cv",NA,"model2",1,80,34,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,34,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,34,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,34,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,34,NA,4,14,1,2,1
"cv",NA,"model2",1,80,35,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,35,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,35,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,35,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,35,NA,4,14,1,2,1
"cv",NA,"model2",1,80,36,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,36,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,36,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,36,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,36,NA,4,14,1,1,1
"cv",NA,"model2",1,80,37,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,37,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,37,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,37,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,37,NA,4,14,1,1,1
"cv",NA,"model2",1,80,38,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,38,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,38,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,38,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,38,NA,4,14,1,2,1
"cv",NA,"model2",1,80,39,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,39,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,39,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,39,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,39,NA,4,14,1,2,1
"cv",NA,"model2",1,80,40,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,40,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,40,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,40,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,40,NA,4,14,1,1,1
"cv",NA,"model2",1,80,41,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,41,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,41,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,41,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,41,NA,4,14,1,2,1
"cv",NA,"model2",1,80,42,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,42,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,42,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,42,14,4,14,1,1,1
"cvc_frac",0.05,"model2",1,80,42,NA,4,14,1,1,1
"cv",NA,"model2",1,80,43,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,43,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,43,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,43,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,43,NA,4,14,1,2,1
"cv",NA,"model2",1,80,44,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,44,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,44,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,44,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,44,NA,4,14,1,2,1
"cv",NA,"model2",1,80,45,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,45,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,45,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,45,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,45,NA,4,14,1,2,1
"cv",NA,"model2",1,80,46,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,46,16,5,14,0,NA,NA
"fy",0.05,"model2",1,80,46,16,5,14,0,1,NA
"cvc_pmax",0.05,"model2",1,80,46,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,46,NA,4,14,1,2,1
"cv",NA,"model2",1,80,47,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,47,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,47,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,47,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,47,NA,4,14,1,2,1
"cv",NA,"model2",1,80,48,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,48,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,48,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,48,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,48,NA,4,14,1,2,1
"cv",NA,"model2",1,80,49,14,4,14,1,NA,NA
"bic",NA,"model2",1,80,49,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,49,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,49,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,49,NA,4,14,1,2,1
"cv",NA,"model2",1,80,50,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,50,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,50,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,50,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,50,NA,4,14,1,2,1
"cv",NA,"model2",1,80,51,16,5,14,0,NA,NA
"bic",NA,"model2",1,80,51,14,4,14,1,NA,NA
"fy",0.05,"model2",1,80,51,14,4,14,1,2,NA
"cvc_pmax",0.05,"model2",1,80,51,14,4,14,1,2,1
"cvc_frac",0.05,"model2",1,80,51,NA,4,14,1,2,1
