"method","alpha","model_name","sigma2","n","rep","selected_model_id","selected_size","true_model_id","correct","acv_size","tie_size_min"
"bic",NA,"model1",1,320,29,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,29,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,29,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,29,NA,2,5,1,8,1
"cv",NA,"model1",1,320,30,13,3,5,0,NA,NA
"bic",NA,"model1",1,320,30,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,30,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,30,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,30,NA,2,5,1,8,1
"cv",NA,"model1",1,320,31,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,31,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,31,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,31,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,31,NA,2,5,1,8,1
"cv",NA,"model1",1,320,32,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,32,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,32,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,32,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,320,32,NA,2,5,1,7,1
"cv",NA,"model1",1,320,33,13,3,5,0,NA,NA
"bic",NA,"model1",1,320,33,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,33,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,33,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,320,33,NA,2,5,1,5,1
"cv",NA,"model1",1,320,34,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,34,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,34,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,34,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,320,34,NA,2,5,1,5,1
"cv",NA,"model1",1,320,35,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,35,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,35,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,35,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,35,NA,2,5,1,8,1
"cv",NA,"model1",1,320,36,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,36,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,36,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,36,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,36,NA,2,5,1,4,1
"cv",NA,"model1",1,320,37,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,37,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,37,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,37,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,320,37,NA,2,5,1,6,1
"cv",NA,"model1",1,320,38,13,3,5,0,NA,NA
"bic",NA,"model1",1,320,38,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,38,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,38,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,38,NA,2,5,1,8,1
"cv",NA,"model1",1,320,39,13,3,5,0,NA,NA
"bic",NA,"model1",1,320,39,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,39,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,39,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,39,NA,2,5,1,8,1
"cv",NA,"model1",1,320,40,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,40,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,40,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,40,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,40,NA,2,5,1,4,1
"cv",NA,"model1",1,320,41,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,41,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,41,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,41,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,41,NA,2,5,1,4,1
"cv",NA,"model1",1,320,42,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,42,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,42,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,42,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,42,NA,2,5,1,4,1
"cv",NA,"model1",1,320,43,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,43,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,43,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,43,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,320,43,NA,2,5,1,5,1
"cv",NA,"model1",1,320,44,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,44,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,44,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,44,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,320,44,NA,2,5,1,5,1
"cv",NA,"model1",1,320,45,13,3,5,0,NA,NA
"bic",NA,"model1",1,320,45,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,45,6,3,5,0,5,NA
"cvc_pmax",0.05,"model1",1,320,45,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,45,NA,2,5,1,8,1
"cv",NA,"model1",1,320,46,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,46,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,46,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,46,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,46,NA,2,5,1,4,1
"cv",NA,"model1",1,320,47,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,47,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,47,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,47,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,47,NA,2,5,1,8,1
"cv",NA,"model1",1,320,48,13,3,5,0,NA,NA
"bic",NA,"model1",1,320,48,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,48,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,48,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,48,NA,2,5,1,8,1
"cv",NA,"model1",1,320,49,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,49,7,3,5,0,NA,NA
"fy",0.05,"model1",1,320,49,5,2,5,1,6,NA
"cvc_pmax",0.05,"model1",1,320,49,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,49,NA,2,5,1,4,1
"cv",NA,"model1",1,320,50,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,50,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,50,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,50,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,50,NA,2,5,1,4,1
"cv",NA,"model1",1,320,51,13,3,5,0,NA,NA
"bic",NA,"model1",1,320,51,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,51,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,51,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,320,51,NA,2,5,1,5,1
"cv",NA,"model1",1,320,52,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,52,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,52,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,52,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,52,NA,2,5,1,8,1
"cv",NA,"model1",1,320,53,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,53,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,53,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,53,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,53,NA,2,5,1,4,1
"cv",NA,"model1",1,320,54,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,54,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,54,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,54,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,54,NA,2,5,1,8,1
"cv",NA,"model1",1,320,55,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,55,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,55,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,55,5,2,5,1,3,1
"cvc_frac",0.05,"model1",1,320,55,NA,2,5,1,3,1
"cv",NA,"model1",1,320,56,8,4,5,0,NA,NA
"bic",NA,"model1",1,320,56,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,56,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,320,56,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,56,NA,2,5,1,8,1
"cv",NA,"model1",1,320,57,15,4,5,0,NA,NA
"bic",NA,"model1",1,320,57,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,57,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,57,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,57,NA,2,5,1,8,1
"cv",NA,"model1",1,320,58,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,58,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,58,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,58,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,320,58,NA,2,5,1,7,1
"cv",NA,"model1",1,320,59,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,59,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,59,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,59,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,59,NA,2,5,1,8,1
"cv",NA,"model1",1,320,60,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,60,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,60,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,60,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,60,NA,2,5,1,4,1
"cv",NA,"model1",1,320,61,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,61,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,61,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,61,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,61,NA,2,5,1,8,1
"cv",NA,"model1",1,320,62,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,62,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,62,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,62,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,320,62,NA,2,5,1,6,1
"cv",NA,"model1",1,320,63,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,63,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,63,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,63,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,320,63,NA,2,5,1,5,1
"cv",NA,"model1",1,320,64,13,3,5,0,NA,NA
"bic",NA,"model1",1,320,64,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,64,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,320,64,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,64,NA,2,5,1,8,1
"cv",NA,"model1",1,320,65,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,65,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,65,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,65,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,65,NA,2,5,1,4,1
"cv",NA,"model1",1,320,66,13,3,5,0,NA,NA
"bic",NA,"model1",1,320,66,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,66,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,66,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,66,NA,2,5,1,4,1
"cv",NA,"model1",1,320,67,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,67,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,67,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,67,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,67,NA,2,5,1,4,1
"cv",NA,"model1",1,320,68,14,4,5,0,NA,NA
"bic",NA,"model1",1,320,68,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,68,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,68,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,68,NA,2,5,1,8,1
"cv",NA,"model1",1,320,69,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,69,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,69,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,69,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,69,NA,2,5,1,8,1
"cv",NA,"model1",1,320,70,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,70,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,70,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,70,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,70,NA,2,5,1,8,1
"cv",NA,"model1",1,320,71,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,71,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,71,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,71,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,320,71,NA,2,5,1,5,1
"cv",NA,"model1",1,320,72,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,72,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,72,5,2,5,1,6,NA
"cvc_pmax",0.05,"model1",1,320,72,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,72,NA,2,5,1,8,1
"cv",NA,"model1",1,320,73,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,73,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,73,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,73,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,320,73,NA,2,5,1,5,1
"cv",NA,"model1",1,320,74,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,74,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,74,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,320,74,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,74,NA,2,5,1,8,1
"cv",NA,"model1",1,320,75,8,4,5,0,NA,NA
"bic",NA,"model1",1,320,75,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,75,5,2,5,1,6,NA
"cvc_pmax",0.05,"model1",1,320,75,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,75,NA,2,5,1,8,1
"cv",NA,"model1",1,320,76,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,76,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,76,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,76,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,76,NA,2,5,1,8,1
"cv",NA,"model1",1,320,77,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,77,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,77,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,77,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,77,NA,2,5,1,4,1
"cv",NA,"model1",1,320,78,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,78,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,78,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,78,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,78,NA,2,5,1,4,1
"cv",NA,"model1",1,320,79,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,79,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,79,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,79,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,79,NA,2,5,1,8,1
"cv",NA,"model1",1,320,80,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,80,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,80,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,80,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,80,NA,2,5,1,8,1
"cv",NA,"model1",1,320,81,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,81,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,81,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,81,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,81,NA,2,5,1,4,1
"cv",NA,"model1",1,320,82,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,82,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,82,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,82,5,2,5,1,3,1
"cvc_frac",0.05,"model1",1,320,82,NA,2,5,1,3,1
"cv",NA,"model1",1,320,83,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,83,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,83,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,83,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,320,83,NA,2,5,1,7,1
"cv",NA,"model1",1,320,84,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,84,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,84,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,84,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,320,84,NA,2,5,1,5,1
"cv",NA,"model1",1,320,85,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,85,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,85,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,85,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,85,NA,2,5,1,4,1
"cv",NA,"model1",1,320,86,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,86,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,86,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,86,5,2,5,1,3,1
"cvc_frac",0.05,"model1",1,320,86,NA,2,5,1,3,1
"cv",NA,"model1",1,320,87,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,87,6,3,5,0,NA,NA
"fy",0.05,"model1",1,320,87,5,2,5,1,6,NA
"cvc_pmax",0.05,"model1",1,320,87,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,320,87,NA,2,5,1,6,1
"cv",NA,"model1",1,320,88,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,88,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,88,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,88,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,88,NA,2,5,1,4,1
"cv",NA,"model1",1,320,89,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,89,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,89,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,89,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,89,NA,2,5,1,8,1
"cv",NA,"model1",1,320,90,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,90,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,90,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,90,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,90,NA,2,5,1,8,1
"cv",NA,"model1",1,320,91,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,91,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,91,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,91,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,91,NA,2,5,1,4,1
"cv",NA,"model1",1,320,92,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,92,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,92,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,92,5,2,5,1,3,1
"cvc_frac",0.05,"model1",1,320,92,NA,2,5,1,3,1
"cv",NA,"model1",1,320,93,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,93,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,93,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,93,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,93,NA,2,5,1,8,1
"cv",NA,"model1",1,320,94,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,94,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,94,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,320,94,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,94,NA,2,5,1,4,1
"cv",NA,"model1",1,320,95,13,3,5,0,NA,NA
"bic",NA,"model1",1,320,95,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,95,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,95,5,2,5,1,7,1
"cvc_frac",0.05,"model1",1,320,95,NA,2,5,1,7,1
"cv",NA,"model1",1,320,96,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,96,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,96,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,96,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,96,NA,2,5,1,4,1
"cv",NA,"model1",1,320,97,6,3,5,0,NA,NA
"bic",NA,"model1",1,320,97,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,97,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,97,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,97,NA,2,5,1,8,1
"cv",NA,"model1",1,320,98,7,3,5,0,NA,NA
"bic",NA,"model1",1,320,98,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,98,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,98,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,320,98,NA,2,5,1,6,1
"cv",NA,"model1",1,320,99,5,2,5,1,NA,NA
"bic",NA,"model1",1,320,99,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,99,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,320,99,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,320,99,NA,2,5,1,4,1
"cv",NA,"model1",1,320,100,8,4,5,0,NA,NA
"bic",NA,"model1",1,320,100,5,2,5,1,NA,NA
"fy",0.05,"model1",1,320,100,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,320,100,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,320,100,NA,2,5,1,8,1
"cv",NA,"model1",1,640,1,6,3,5,0,NA,NA
"bic",NA,"model1",1,640,1,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,1,5,2,5,1,7,NA
"cvc_pmax",0.05,"model1",1,640,1,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,640,1,NA,2,5,1,8,1
"cv",NA,"model1",1,640,2,7,3,5,0,NA,NA
"bic",NA,"model1",1,640,2,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,2,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,2,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,640,2,NA,2,5,1,8,1
"cv",NA,"model1",1,640,3,7,3,5,0,NA,NA
"bic",NA,"model1",1,640,3,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,3,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,3,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,640,3,NA,2,5,1,6,1
"cv",NA,"model1",1,640,4,5,2,5,1,NA,NA
"bic",NA,"model1",1,640,4,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,4,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,4,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,640,4,NA,2,5,1,8,1
"cv",NA,"model1",1,640,5,5,2,5,1,NA,NA
"bic",NA,"model1",1,640,5,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,5,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,5,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,640,5,NA,2,5,1,4,1
"cv",NA,"model1",1,640,6,5,2,5,1,NA,NA
"bic",NA,"model1",1,640,6,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,6,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,6,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,640,6,NA,2,5,1,4,1
"cv",NA,"model1",1,640,7,5,2,5,1,NA,NA
"bic",NA,"model1",1,640,7,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,7,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,7,5,2,5,1,6,1
"cvc_frac",0.05,"model1",1,640,7,NA,2,5,1,6,1
"cv",NA,"model1",1,640,8,5,2,5,1,NA,NA
"bic",NA,"model1",1,640,8,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,8,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,8,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,640,8,NA,2,5,1,4,1
"cv",NA,"model1",1,640,9,5,2,5,1,NA,NA
"bic",NA,"model1",1,640,9,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,9,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,9,5,2,5,1,5,1
"cvc_frac",0.05,"model1",1,640,9,NA,2,5,1,5,1
"cv",NA,"model1",1,640,10,5,2,5,1,NA,NA
"bic",NA,"model1",1,640,10,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,10,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,10,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,640,10,NA,2,5,1,8,1
"cv",NA,"model1",1,640,11,13,3,5,0,NA,NA
"bic",NA,"model1",1,640,11,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,11,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,11,5,2,5,1,4,1
"cvc_frac",0.05,"model1",1,640,11,NA,2,5,1,4,1
"cv",NA,"model1",1,640,12,7,3,5,0,NA,NA
"bic",NA,"model1",1,640,12,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,12,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,12,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,640,12,NA,2,5,1,8,1
"cv",NA,"model1",1,640,13,5,2,5,1,NA,NA
"bic",NA,"model1",1,640,13,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,13,5,2,5,1,8,NA
"cvc_pmax",0.05,"model1",1,640,13,5,2,5,1,8,1
"cvc_frac",0.05,"model1",1,640,13,NA,2,5,1,8,1
"cv",NA,"model1",1,640,14,5,2,5,1,NA,NA
"bic",NA,"model1",1,640,14,5,2,5,1,NA,NA
"fy",0.05,"model1",1,640,14,5,2,5,1,8,NA
